ITEM_ID,DOMAIN_ID,MISSING_ATTRIBUTES_PI,MISSING_ATTRIBUTES_FT
MLB906855856,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906495949,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494642,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494575,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494450,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906491249,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906487292,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906487195,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906314847,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906260836,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284137,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949274332,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB948687374,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB940020665,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB940006794,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939990375,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939495686,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939494160,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938178219,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938128732,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938115807,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB922463105,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916951570,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB916941957,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916929269,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB916929060,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916427998,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB915909352,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB909165707,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907365764,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907362804,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906861577,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494412,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906487199,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906486397,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906484475,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906449929,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906300116,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906299406,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB904827942,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1002687996,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1002527326,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB983510909,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB975644013,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB974970615,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB963230006,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB948743034,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB945846803,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB940019754,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939973407,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939971184,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939365035,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939364759,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938219587,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938195496,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916945121,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916834158,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916495350,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916367876,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916353747,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB909168771,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907365728,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907188831,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907187774,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906861314,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494768,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494637,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906491108,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906487501,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906487442,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906296248,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1020252307,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1016604356,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1009247350,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1002527606,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB975529168,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB963282861,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB963282552,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB963260713,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949338365,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB948760249,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB948751124,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB945849901,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB940021581,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB939980155,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938344243,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938319453,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB938275612,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB933592934,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB922509344,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916949423,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916703377,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916614750,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916603220,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB916371777,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907362901,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907360137,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB907184339,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906861447,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906855743,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906495961,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906494714,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906490966,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906487529,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906485285,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB906255077,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1015146253,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB1013914002,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB984607714,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB977430392,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB975650800,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB960898875,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB960892199,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB960892153,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
